Catalogue Reference,"29.4919194, -98.4271969"
HL/PO/JO/10/1/108/60,"51.2414489, -1.6644823"
HL/PO/JO/10/1/108/61,"50.973733, -1.585232"
HL/PO/JO/10/1/108/62,"51.0725088, -1.8188877"
HL/PO/JO/10/1/108/63,"51.158514, -1.9196654"
HL/PO/JO/10/1/108/65,"51.097374, -1.864759"
HL/PO/JO/10/1/108/66,"-32.9208226, -60.7389424"
HL/PO/JO/10/1/108/68,"44.4068893, -110.1101894"
HL/PO/JO/10/1/108/69,"51.136246, -1.953085"
HL/PO/JO/10/1/108/70,"-32.0543057, 115.977675"
HL/PO/JO/10/1/108/71,"51.2100205, -1.9170432"
HL/PO/JO/10/1/108/72,"51.1875238, -1.8965101"
HL/PO/JO/10/1/108/73,"51.149067, -2.055172"
HL/PO/JO/10/1/108/75,"51.192987, -1.902661"
HL/PO/JO/10/1/108/76,"52.9286389, -1.272719"
HL/PO/JO/10/1/108/77,"50.661713, -4.216344"
HL/PO/JO/10/1/108/78,"51.233225, -1.954216"
HL/PO/JO/10/1/108/79,"51.7578255, -1.2604732"
HL/PO/JO/10/1/108/80,"41.1953739, -73.4378988"
HL/PO/JO/10/1/108/81,"51.1689864, -1.8911127"
HL/PO/JO/10/1/108/83,"35.9224985, -94.9646951"
HL/PO/JO/10/1/108/84,"51.0956609, -1.9273807"
HL/PO/JO/10/1/108/86,"50.938024, -1.616548"
HL/PO/JO/10/1/108/87,"51.057303, -1.796371"
HL/PO/JO/10/1/108/88,"51.076925, -1.900821"
HL/PO/JO/10/1/108/89,"51.037376, -1.849811"
HL/PO/JO/10/1/108/91,"51.059349, -1.811594"
HL/PO/JO/10/1/108/92,"51.032883, -1.826225"
HL/PO/JO/10/1/108/93,"51.0670689, -1.849861"
HL/PO/JO/10/1/108/94,"51.0343779, -1.792961"
HL/PO/JO/10/1/108/95,"41.2283624, -73.178741"
HL/PO/JO/10/1/108/96,"51.057131, -2.016518"
HL/PO/JO/10/1/108/41,"51.113814, -1.742475"
HL/PO/JO/10/1/108/42,"51.091804, -1.670773"
HL/PO/JO/10/1/108/43,"51.153832, -1.704894"
HL/PO/JO/10/1/108/44,"42.8583925, -70.9300376"
HL/PO/JO/10/1/108/45,"50.724723, -1.8379"
HL/PO/JO/10/1/108/47,"51.190413, -1.756999"
HL/PO/JO/10/1/108/49,"51.141554, -1.80641"
HL/PO/JO/10/1/108/50,"51.342452, -0.5396809"
HL/PO/JO/10/1/108/51,"51.1993, -1.770831"
HL/PO/JO/10/1/108/52,"51.224843, -1.778559"
HL/PO/JO/10/1/108/53,"51.035441, -0.664909"
HL/PO/JO/10/1/108/54,"51.207911, -1.765893"
HL/PO/JO/10/1/108/55,"51.1287809, -1.812365"
HL/PO/JO/10/1/108/56,"22.5977808, 88.4767168"
HL/PO/JO/10/1/108/57,"51.163121, -1.6909834"
HL/PO/JO/10/1/108/58,"53.2117084, -1.6825411"
HL/PO/JO/10/1/108/59,"51.121797, -1.820771"
HL/PO/JO/10/1/108/60,"51.2414489, -1.6644823"
HL/PO/JO/10/1/108/61,"50.973733, -1.585232"
HL/PO/JO/10/1/108/62,"51.0725088, -1.8188877"
HL/PO/JO/10/1/108/63,"51.158514, -1.9196654"
HL/PO/JO/10/1/108/65,"51.097374, -1.864759"
HL/PO/JO/10/1/108/66,"-32.9208226, -60.7389424"
HL/PO/JO/10/1/108/68,"44.4068893, -110.1101894"
HL/PO/JO/10/1/108/69,"51.136246, -1.953085"
HL/PO/JO/10/1/108/70,"-32.0543057, 115.977675"
HL/PO/JO/10/1/108/71,"51.2100205, -1.9170432"
HL/PO/JO/10/1/108/72,"51.1875238, -1.8965101"
HL/PO/JO/10/1/108/73,"51.149067, -2.055172"
HL/PO/JO/10/1/108/75,"51.192987, -1.902661"
HL/PO/JO/10/1/108/76,"52.9286389, -1.272719"
HL/PO/JO/10/1/108/77,"50.661713, -4.216344"
HL/PO/JO/10/1/108/78,"51.233225, -1.954216"
HL/PO/JO/10/1/108/79,"51.7578255, -1.2604732"
HL/PO/JO/10/1/108/80,"41.1953739, -73.4378988"
HL/PO/JO/10/1/108/81,"51.1689864, -1.8911127"
HL/PO/JO/10/1/108/83,"35.9224985, -94.9646951"
HL/PO/JO/10/1/108/84,"51.0956609, -1.9273807"
HL/PO/JO/10/1/108/86,"50.938024, -1.616548"
HL/PO/JO/10/1/108/87,"51.057303, -1.796371"
HL/PO/JO/10/1/108/88,"51.076925, -1.900821"
HL/PO/JO/10/1/108/89,"51.037376, -1.849811"
HL/PO/JO/10/1/108/91,"51.059349, -1.811594"
HL/PO/JO/10/1/108/92,"51.032883, -1.826225"
HL/PO/JO/10/1/108/93,"51.0670689, -1.849861"
HL/PO/JO/10/1/108/94,"51.0343779, -1.792961"
HL/PO/JO/10/1/108/95,"41.2283624, -73.178741"
HL/PO/JO/10/1/108/96,"51.057131, -2.016518"
08/158,"53.66173, -1.298961"
HL/PO/JO/10/1/108/159,"53.7098553, -1.2709415"
HL/PO/JO/10/1/108/161,"54.918045, -3.025188"
HL/PO/JO/10/1/108/162,"53.691688, -1.308648"
HL/PO/JO/10/1/108/163,"53.6938267, -1.3050733"
HL/PO/JO/10/1/108/164,"53.6942354, -1.3083587"
HL/PO/JO/10/1/109/4,"53.626571, -1.748167"
HL/PO/JO/10/1/109/5,"53.7049604, -1.4344615"
HL/PO/JO/10/1/109/6,"53.68977, -1.531787"
HL/PO/JO/10/1/109/7,"41.0106531, -73.8437452"
HL/PO/JO/10/1/109/8,"53.56196, -1.8288318"
HL/PO/JO/10/1/109/9,"53.717028, -1.635083"
HL/PO/JO/10/1/109/10,"53.1688029, -2.972263"
HL/PO/JO/10/1/109/11,"52.966631, -1.083383"
HL/PO/JO/10/1/109/12,"53.5600574, -1.7877094"
HL/PO/JO/10/1/109/13,"53.761215, -1.5895109"
HL/PO/JO/10/1/109/14,"53.643997, -1.522574"
HL/PO/JO/10/1/109/15,"53.6568414, -1.4263727"
HL/PO/JO/10/1/109/16,"53.6196712, -1.8012265"
HL/PO/JO/10/1/109/17,"53.689833, -1.6296949"
HL/PO/JO/10/1/109/18,"53.6140789, -1.630458"
HL/PO/JO/10/1/109/19,"53.610093, -1.751586"
HL/PO/JO/10/1/109/20,"53.630819, -1.636486"
HL/PO/JO/10/1/109/21,"51.3329594, 0.7368294"
HL/PO/JO/10/1/109/22,"53.759594, -1.632524"
HL/PO/JO/10/1/109/23,"53.637784, -1.845641"
HL/PO/JO/10/1/109/24,"53.557531, -1.757062"
HL/PO/JO/10/1/109/25,"54.203341, -2.730586"
HL/PO/JO/10/1/109/26,"53.602267, -1.794173"
HL/PO/JO/10/1/109/27,"53.661066, -1.552155"
HL/PO/JO/10/1/109/28,"53.645792, -1.785035"
HL/PO/JO/10/1/109/29,"53.608535, -1.701087"
HL/PO/JO/10/1/109/30,"54.9700634, -1.5735982"
HL/PO/JO/10/1/109/31,"53.625248, -1.845776"
HL/PO/JO/10/1/109/32,"53.632565, -1.692976"
HL/PO/JO/10/1/109/33,"53.933386, -1.663997"
HL/PO/JO/10/1/109/34,"53.724989, -1.498485"
HL/PO/JO/10/1/109/35,"28.7030519, -81.3384011"
HL/PO/JO/10/1/109/36,"53.599752, -1.930075"
HL/PO/JO/10/1/109/37,"53.583811, -1.788911"
HL/PO/JO/10/1/109/38,"53.733997, -1.412573"
HL/PO/JO/10/1/109/39,"53.545921, -2.2019479"
HL/PO/JO/10/1/109/40,"53.680122, -1.696713"
HL/PO/JO/10/1/109/41,"-17.6688624, 141.0805199"
HL/PO/JO/10/1/109/42,"53.681091, -1.578877"
HL/PO/JO/10/1/109/43,"53.750088, -1.450425"
HL/PO/JO/10/1/109/45,"53.755477, -1.4734619"
HL/PO/JO/10/1/109/46,"53.758269, -1.497452"
HL/PO/JO/10/1/109/47,"53.3860032, -1.2209248"
HL/PO/JO/10/1/109/48,"-32.0307077, 115.8852887"
HL/PO/JO/10/1/109/49,"53.58442, -1.704896"
HL/PO/JO/10/1/109/51,"40.002405, 26.229472"
HL/PO/JO/10/1/108/159,"53.7098553, -1.2709415"
HL/PO/JO/10/1/108/161,"54.918045, -3.025188"
HL/PO/JO/10/1/108/162,"53.691688, -1.308648"
HL/PO/JO/10/1/108/163,"53.6938267, -1.3050733"
HL/PO/JO/10/1/108/164,"53.6942354, -1.3083587"
HL/PO/JO/10/1/109/4,"53.626571, -1.748167"
HL/PO/JO/10/1/109/5,"53.7049604, -1.4344615"
HL/PO/JO/10/1/109/6,"53.68977, -1.531787"
HL/PO/JO/10/1/109/7,"41.0106531, -73.8437452"
HL/PO/JO/10/1/109/8,"53.56196, -1.8288318"
HL/PO/JO/10/1/109/9,"53.717028, -1.635083"
HL/PO/JO/10/1/109/10,"53.1688029, -2.972263"
HL/PO/JO/10/1/109/11,"52.966631, -1.083383"
HL/PO/JO/10/1/109/12,"53.5600574, -1.7877094"
HL/PO/JO/10/1/109/13,"53.761215, -1.5895109"
HL/PO/JO/10/1/109/14,"53.643997, -1.522574"
HL/PO/JO/10/1/109/15,"53.6568414, -1.4263727"
HL/PO/JO/10/1/109/16,"53.6196712, -1.8012265"
HL/PO/JO/10/1/109/17,"53.689833, -1.6296949"
HL/PO/JO/10/1/109/18,"53.6140789, -1.630458"
HL/PO/JO/10/1/109/19,"53.610093, -1.751586"
HL/PO/JO/10/1/109/20,"53.630819, -1.636486"
HL/PO/JO/10/1/109/21,"51.3329594, 0.7368294"
HL/PO/JO/10/1/109/22,"53.759594, -1.632524"
HL/PO/JO/10/1/109/23,"53.637784, -1.845641"
HL/PO/JO/10/1/109/24,"53.557531, -1.757062"
HL/PO/JO/10/1/109/25,"54.203341, -2.730586"
HL/PO/JO/10/1/109/26,"53.602267, -1.794173"
HL/PO/JO/10/1/109/27,"53.661066, -1.552155"
HL/PO/JO/10/1/109/28,"53.645792, -1.785035"
HL/PO/JO/10/1/109/29,"53.608535, -1.701087"
HL/PO/JO/10/1/109/30,"54.9700634, -1.5735982"
HL/PO/JO/10/1/109/31,"53.625248, -1.845776"
HL/PO/JO/10/1/109/32,"53.632565, -1.692976"
HL/PO/JO/10/1/109/33,"53.933386, -1.663997"
HL/PO/JO/10/1/109/34,"53.724989, -1.498485"
HL/PO/JO/10/1/109/35,"28.7030519, -81.3384011"
HL/PO/JO/10/1/109/36,"53.599752, -1.930075"
HL/PO/JO/10/1/109/37,"53.583811, -1.788911"
HL/PO/JO/10/1/109/38,"53.733997, -1.412573"
HL/PO/JO/10/1/109/39,"53.545921, -2.2019479"
HL/PO/JO/10/1/109/40,"53.680122, -1.696713"
HL/PO/JO/10/1/109/41,"-17.6688624, 141.0805199"
HL/PO/JO/10/1/109/42,"53.681091, -1.578877"
HL/PO/JO/10/1/109/43,"53.750088, -1.450425"
HL/PO/JO/10/1/109/45,"53.755477, -1.4734619"
HL/PO/JO/10/1/109/46,"53.758269, -1.497452"
HL/PO/JO/10/1/109/47,"53.3860032, -1.2209248"
HL/PO/JO/10/1/109/48,"-32.0307077, 115.8852887"
HL/PO/JO/10/1/109/49,"53.58442, -1.704896"
HL/PO/JO/10/1/109/51,"40.002405, 26.229472"
HL/PO/JO/10/1/109/109,"53.7045128, -1.9392793"
HL/PO/JO/10/1/109/110,"53.706709, -1.913411"
HL/PO/JO/10/1/109/111,"53.681441, -1.945001"
HL/PO/JO/10/1/109/112,"53.7262445, -1.7007925"
HL/PO/JO/10/1/109/113,"53.6716614, -1.8837143"
HL/PO/JO/10/1/109/114,"52.139986, 0.606008"
HL/PO/JO/10/1/109/115,"6.670928, 16.37627"
HL/PO/JO/10/1/109/116,"53.791665, -1.848581"
HL/PO/JO/10/1/109/117,"53.7507399, -1.9976669"
HL/PO/JO/10/1/109/118,"52.471067, -1.99668"
HL/PO/JO/10/1/109/119,"53.769167, -1.784397"
HL/PO/JO/10/1/109/120,"53.8770054, -1.4904051"
HL/PO/JO/10/1/109/121,"53.823713, -1.859404"
HL/PO/JO/10/1/109/109,"53.7045128, -1.9392793"
HL/PO/JO/10/1/109/110,"53.706709, -1.913411"
HL/PO/JO/10/1/109/111,"53.681441, -1.945001"
HL/PO/JO/10/1/109/112,"53.7262445, -1.7007925"
HL/PO/JO/10/1/109/113,"53.6716614, -1.8837143"
HL/PO/JO/10/1/109/114,"52.139986, 0.606008"
HL/PO/JO/10/1/109/115,"6.670928, 16.37627"
HL/PO/JO/10/1/109/116,"53.791665, -1.848581"
HL/PO/JO/10/1/109/117,"53.7507399, -1.9976669"
HL/PO/JO/10/1/109/118,"52.471067, -1.99668"
HL/PO/JO/10/1/109/119,"53.769167, -1.784397"
HL/PO/JO/10/1/109/120,"53.8770054, -1.4904051"
HL/PO/JO/10/1/109/121,"53.823713, -1.859404"
