Catalogue Reference,Title,Date,,Longitude,Latitude,Place co-ordinates,Landing Page URL,External resource URL,target,NominatimLL,YahooLL
HL/PO/JO/10/1/94/58,Protestation Return - Lancaster - Leyland Hundred - Euxton.,1642,Protestation Returns,,,,,,Euxton,"53.6656765, -2.676212",<null>
HL/PO/JO/10/1/94/59,"Protestation Return - Lancaster - Leyland Hundred - Hoghton, Withnell, Whealton, and Heapey.",1642,Protestation Returns,,,,,,"Hoghton, Withnell, Whealton, and Heapey",<null>,<null>
HL/PO/JO/10/1/94/60,Protestation Return - Lancaster - Leyland Hundred - Whittle - in - le - Wood.,1642,Protestation Returns,,,,,,Wood,"57.42160445, -2.42652030659328",<null>
HL/PO/JO/10/1/94/61,"Protestation Return - Lancaster - Leyland Hundred - Penwortham, with.",1642,Protestation Returns,,,,,,"Penwortham, with",<null>,<null>
HL/PO/JO/10/1/94/62,Protestation Return - Lancaster - Leyland Hundred - Farrington.,1642,Protestation Returns,,,,,,Farrington,"52.16418465, -2.19227515810255",<null>
HL/PO/JO/10/1/94/63,Protestation Return - Lancaster - Leyland Hundred - Houghton [Hutton].,1642,Protestation Returns,,,,,,Houghton ,"52.8161847, 0.6569012",<null>
HL/PO/JO/10/1/94/64,Protestation Return - Lancaster - Leyland Hundred - Howick.,1642,Protestation Returns,,,,,,Howick,"55.453291, -1.5958846",<null>
HL/PO/JO/10/1/94/65,Protestation Return - Lancaster - Leyland Hundred - Longton.,1642,Protestation Returns,,,,,,Longton,"52.9854852, -2.1291025",<null>
HL/PO/JO/10/1/94/66,"Protestation Return - Lancaster - Leyland Hundred - Standish, with.",1642,Protestation Returns,,,,,,"Standish, with",<null>,<null>
HL/PO/JO/10/1/94/67,Protestation Return - Lancaster - Leyland Hundred - Adlington.,1642,Protestation Returns,,,,,,Adlington,"53.3195057, -2.1309128",<null>
HL/PO/JO/10/1/94/68,Protestation Return - Lancaster - Leyland Hundred - Anderton.,1642,Protestation Returns,,,,,,Anderton,"53.2742336, -2.530332",<null>
HL/PO/JO/10/1/94/69,Protestation Return - Lancaster - Leyland Hundred - Coppull.,1642,Protestation Returns,,,,,,Coppull,"53.6090706, -2.6739335",<null>
HL/PO/JO/10/1/94/70,Protestation Return - Lancaster - Leyland Hundred - Charnock Heath.,1642,Protestation Returns,,,,,,Charnock Heath,"53.6248734, -2.6079559",<null>
HL/PO/JO/10/1/94/71,Protestation Return - Lancaster - Leyland Hundred - Charnock Richard.,1642,Protestation Returns,,,,,,Charnock Richard,"53.6368776, -2.6785076",<null>
HL/PO/JO/10/1/94/72,Protestation Return - Lancaster - Leyland Hundred - Duxbury.,1642,Protestation Returns,,,,,,Duxbury,"53.63742405, -2.62608130739989",<null>
HL/PO/JO/10/1/94/73,Protestation Return - Lancaster - Leyland Hundred - Langtree.,1642,Protestation Returns,,,,,,Langtree,"50.9187091, -4.2072912",<null>
HL/PO/JO/10/1/94/74,Protestation Return - Lancaster - Leyland Hundred - Shevington.,1642,Protestation Returns,,,,,,Shevington,"53.5709871, -2.6926066",<null>
HL/PO/JO/10/1/94/75,Protestation Return - Lancaster - Leyland Hundred - Welch Whittle.,1642,Protestation Returns,,,,,,Welch Whittle,"53.6263676, -2.6806879",<null>
HL/PO/JO/10/1/94/76,Protestation Return - Lancaster - Leyland Hundred - Worthington.,1642,Protestation Returns,,,,,,Worthington,"52.781203, -1.3964134",<null>
HL/PO/JO/10/1/95/1,Protestation Return - Lancaster - Salford Hundred - Ashton - under - Lyne.,1642,Protestation Returns,,,,,,Lyne,"58.0831954, -4.965983",<null>
HL/PO/JO/10/1/95/2,Protestation Return - Lancaster - Salford Hundred - Bolton and Dean parishes.,1642,Protestation Returns,,,,,,Bolton and Dean parishes,<null>,<null>
HL/PO/JO/10/1/95/3,"Protestation Return - Lancaster - Salford Hundred - Bolton, including: Bolton, Great and Little; Brightnett [Breighmet]; Haigh [Haulgh]; Harwood; Lever, Little; Lever, Darcy; Lostock; Sharples; Tonge; Edgeworth; Entwistle; Quarlton; Longworth; Turton; Blackrode; Rivington; Anlesarghe [Anglezarke]. NB a list of recusants / those who did not take the protestation is given on the last page of the Bolton return.",1642,Protestation Returns,,,,,,"Bolton, including: Bolton, Great and Little; Brightnett  NB a list of recusants / those who did not take the protestation is given on the last page of the Bolton return",<null>,<null>
HL/PO/JO/10/1/95/4,"Protestation Return - Lancaster - Salford Hundred - Deane, including: Farmworth; Halliwell; Heaton; Horwich; Hulton, Little Hulton, Middle; Hulton, Over; Kersley; Romworth [Rumworth]; Westhaughton.",1642,Protestation Returns,,,,,,"Deane, including: Farmworth; Halliwell; Heaton; Horwich; Hulton, Little Hulton, Middle; Hulton, Over; Kersley; Romworth ; Westhaughton",<null>,<null>
HL/PO/JO/10/1/95/5,Protestation Return - Lancaster - Salford Hundred - Bury and Radcliffe.,1642,Protestation Returns,,,,,,Bury and Radcliffe,"53.5593382, -2.3261546",<null>
HL/PO/JO/10/1/95/6,"Protestation Return - Lancaster - Salford Hundred - Bury, including: Cowpe; Eatenfield [Edenfield]; Lench; Musbury; Newallhey; Shuttleworth.",1642,Protestation Returns,,,,,,"Bury, including: Cowpe; Eatenfield ; Lench; Musbury; Newallhey; Shuttleworth",<null>,<null>
HL/PO/JO/10/1/95/7,"Protestation Return - Lancaster - Salford Hundred - Tottington, Lower.",1642,Protestation Returns,,,,,,"Tottington, Lower","53.6486952, -2.3177979",<null>
HL/PO/JO/10/1/95/8,Protestation Return - Lancaster - Salford Hundred - Radcliffe.,1642,Protestation Returns,,,,,,Radcliffe,"53.5593382, -2.3261546",<null>
HL/PO/JO/10/1/95/9,"Protestation Return - Lancaster - Salford Hundred - Middleton, including:",1642,Protestation Returns,,,,,,"Middleton, including:",<null>,<null>
HL/PO/JO/10/1/95/10,Protestation Return - Lancaster - Salford Hundred - Ainsworth.,1642,Protestation Returns,,,,,,Ainsworth,"53.58619, -2.3560596",<null>
HL/PO/JO/10/1/95/11,"Protestation Return - Lancaster - Salford Hundred - Birtle, Bamford, and Ashworth.",1642,Protestation Returns,,,,,,"Birtle, Bamford, and Ashworth","53.6236849, -2.2395125",<null>
HL/PO/JO/10/1/95/12,Protestation Return - Lancaster - Salford Hundred - Hopwood.,1642,Protestation Returns,,,,,,Hopwood,"52.3775873, -1.9588456",<null>
HL/PO/JO/10/1/95/13,"Protestation Return - Lancaster - Salford Hundred - Leaver, Great.",1642,Protestation Returns,,,,,,"Leaver, Great",<null>,<null>
HL/PO/JO/10/1/95/14,Protestation Return - Lancaster - Salford Hundred - Pilsworth.,1642,Protestation Returns,,,,,,Pilsworth,"53.57673865, -2.26366544346483",<null>
HL/PO/JO/10/1/95/15,Protestation Return - Lancaster - Salford Hundred - Thornham.,1642,Protestation Returns,,,,,,Thornham,"52.9617373, 0.5809291",<null>
HL/PO/JO/10/1/95/16,"Protestation Return - Lancaster - Salford Hundred - Rochdale, including:",1642,Protestation Returns,,,,,,"Rochdale, including:",<null>,<null>
HL/PO/JO/10/1/95/17,Protestation Return - Lancaster - Salford Hundred - Butterworth.,1642,Protestation Returns,,,,,,Butterworth,"53.6123369, -2.0894232",<null>
HL/PO/JO/10/1/95/18,Protestation Return - Lancaster - Salford Hundred - Castleton.,1642,Protestation Returns,,,,,,Castleton,"53.5944448, -2.1785118",<null>
HL/PO/JO/10/1/95/19,Protestation Return - Lancaster - Salford Hundred - Huddersfield.,1642,Protestation Returns,,,,,,Huddersfield,"53.6467031, -1.7832077",<null>
HL/PO/JO/10/1/95/20,Protestation Return - Lancaster - Salford Hundred - Spotland.,1642,Protestation Returns,,,,,,Spotland,"53.6208909, -2.1752997",<null>
HL/PO/JO/10/1/95/21,Protestation Return - Lancaster - Salford Hundred - Manchester.,1642,Protestation Returns,,,,,,Manchester,"53.4791466, -2.2447445",<null>
HL/PO/JO/10/1/95/22,"Protestation Return - Lancaster - Salford Hundred - Manchester, including:",1642,Protestation Returns,,,,,,"Manchester, including:",<null>,<null>
HL/PO/JO/10/1/95/23,Protestation Return - Lancaster - Salford Hundred - Ardwick.,1642,Protestation Returns,,,,,,Ardwick,"53.4711176, -2.2130325",<null>
HL/PO/JO/10/1/95/24,Protestation Return - Lancaster - Salford Hundred - Birch.,1642,Protestation Returns,,,,,,Birch,"51.8449642, 0.8202519",<null>
HL/PO/JO/10/1/95/25,Protestation Return - Lancaster - Salford Hundred - Blakeley [Blackley].,1642,Protestation Returns,,,,,,Blakeley ,"54.7672801, -2.2566062",<null>
HL/PO/JO/10/1/95/26,Protestation Return - Lancaster - Salford Hundred - Cheetham.,1642,Protestation Returns,,,,,,Cheetham,"53.5032866, -2.2344764",<null>
HL/PO/JO/10/1/95/27,"Protestation Return - Lancaster - Salford Hundred - Chollerton [Chorlton cum Hardy], Haghend, Mansleache, and Hardie.",1642,Protestation Returns,,,,,,"Chollerton , Haghend, Mansleache, and Hardie",<null>,<null>
HL/PO/JO/10/1/95/28,Protestation Return - Lancaster - Salford Hundred - Chorlton Row.,1642,Protestation Returns,,,,,,Chorlton Row,<null>,<null>
HL/PO/JO/10/1/95/29,Protestation Return - Lancaster - Salford Hundred - Crumsall [Crumpshall].,1642,Protestation Returns,,,,,,Crumsall ,<null>,<null>
HL/PO/JO/10/1/95/30,Protestation Return - Lancaster - Salford Hundred - Denton.,1642,Protestation Returns,,,,,,Denton,"53.4547745, -2.1153406",<null>
HL/PO/JO/10/1/95/31,"Protestation Return - Lancaster - Salford Hundred - Didsbury, Withington, Burnage, and Levenshulme.",1642,Protestation Returns,,,,,,"Didsbury, Withington, Burnage, and Levenshulme",<null>,<null>
HL/PO/JO/10/1/95/32,Protestation Return - Lancaster - Salford Hundred - Eccles.,1642,Protestation Returns,,,,,,Eccles,"53.4840887, -2.3375175",<null>
HL/PO/JO/10/1/95/33,Protestation Return - Lancaster - Salford Hundred - Flixton.,1642,Protestation Returns,,,,,,Flixton,"52.4298936, 1.4009365",<null>
HL/PO/JO/10/1/95/34,Protestation Return - Lancaster - Salford Hundred - Gorton.,1642,Protestation Returns,,,,,,Gorton,"53.4689212, -2.167741",<null>
HL/PO/JO/10/1/95/35,Protestation Return - Lancaster - Salford Hundred - Harpar Hay [Harpurhey].,1642,Protestation Returns,,,,,,Harpar Hay ,<null>,<null>
HL/PO/JO/10/1/95/36,Protestation Return - Lancaster - Salford Hundred - Haughton.,1642,Protestation Returns,,,,,,Haughton,"52.7819424, -2.2018518",<null>
HL/PO/JO/10/1/95/37,Protestation Return - Lancaster - Salford Hundred - Heaton Norris.,1642,Protestation Returns,,,,,,Heaton Norris,"53.4157868, -2.1788882",<null>
HL/PO/JO/10/1/95/38,"Protestation Return - Lancaster - Salford Hundred - Newton Heath, Droylsdon, Bradford, and Failsworth.",1642,Protestation Returns,,,,,,"Newton Heath, Droylsdon, Bradford, and Failsworth",<null>,<null>
HL/PO/JO/10/1/95/39,Protestation Return - Lancaster - Salford Hundred - Openshaw.,1642,Protestation Returns,,,,,,Openshaw,"51.487331, 0.1119453",<null>
HL/PO/JO/10/1/95/40,"Protestation Return - Lancaster - Salford Hundred - Prestwick cum Oldham, including:",1642,Protestation Returns,,,,,,"Prestwick cum Oldham, including:",<null>,<null>
HL/PO/JO/10/1/95/41,Protestation Return - Lancaster - Salford Hundred - Akerington [Alkrington ?].,1642,Protestation Returns,,,,,,Akerington ,<null>,<null>
HL/PO/JO/10/1/95/42,Protestation Return - Lancaster - Salford Hundred - Heaton -  upon -  Faughfield.,1642,Protestation Returns,,,,,, Faughfield,<null>,<null>
HL/PO/JO/10/1/95/43,Protestation Return - Lancaster - Salford Hundred - Oldham.,1642,Protestation Returns,,,,,,Oldham,"53.5415797, -2.1147831",<null>
HL/PO/JO/10/1/95/44,Protestation Return - Lancaster - Salford Hundred - Tonge.,1642,Protestation Returns,,,,,,Tonge,"52.8050542, -1.3805894",<null>
HL/PO/JO/10/1/95/45,Protestation Return - Lancaster - Salford Hundred - Outwood within Pilkington.,1642,Protestation Returns,,,,,,Outwood within Pilkington,<null>,<null>
HL/PO/JO/10/1/95/46,Protestation Return - Lancaster - Salford Hundred - Unsworth within Pilkington.,1642,Protestation Returns,,,,,,Unsworth within Pilkington,<null>,<null>
HL/PO/JO/10/1/95/47,Protestation Return - Lancaster - Salford Hundred - Whitfield within Pilkington.,1642,Protestation Returns,,,,,,Whitfield within Pilkington,<null>,<null>
HL/PO/JO/10/1/95/48,Protestation Return - Lancaster - Salford Hundred - Reddish.,1642,Protestation Returns,,,,,,Reddish,"53.4423448, -2.1602983273822",<null>
HL/PO/JO/10/1/95/49,Protestation Return - Lancaster - Salford Hundred - Stretford.,1642,Protestation Returns,,,,,,Stretford,"53.445428, -2.3223051",<null>
HL/PO/JO/10/1/95/50,Protestation Return - Lancaster - Salford Hundred - Salford and liberties.,1642,Protestation Returns,,,,,,Salford and liberties,<null>,<null>
HL/PO/JO/10/1/95/51,"Protestation Return - Lancaster - West Derby Hundred - Leigh, with:",1642,Protestation Returns,,,,,,"Leigh, with:","51.7467047, -1.46792759584843",<null>
HL/PO/JO/10/1/95/52,Protestation Return - Lancaster - West Derby Hundred - Astley.,1642,Protestation Returns,,,,,,Astley,"53.5009963, -2.4496899",<null>
HL/PO/JO/10/1/95/53,Protestation Return - Lancaster - West Derby Hundred - Atherton.,1642,Protestation Returns,,,,,,Atherton,"53.5249679, -2.4905799",<null>
HL/PO/JO/10/1/95/54,Protestation Return - Lancaster - West Derby Hundred - Bedford.,1642,Protestation Returns,,,,,,Bedford,"52.18871465, -0.466348252246641",<null>
HL/PO/JO/10/1/95/55,Protestation Return - Lancaster - West Derby Hundred - Pennington.,1642,Protestation Returns,,,,,,Pennington,"50.7542324, -1.5615572",<null>
HL/PO/JO/10/1/95/56,Protestation Return - Lancaster - West Derby Hundred - Tyldesley cum Shackerley.,1642,Protestation Returns,,,,,,Tyldesley cum Shackerley,<null>,<null>
HL/PO/JO/10/1/95/57,Protestation Return - Lancaster - West Derby Hundred - Westleigh.,1642,Protestation Returns,,,,,,Westleigh,"50.9446942, -3.3378831",<null>
HL/PO/JO/10/1/95/58,Protestation Return - Lancaster - West Derby Hundred - Liverpool.,1642,Protestation Returns,,,,,,Liverpool,"53.4054719, -2.9805393",<null>
HL/PO/JO/10/1/95/59,Protestation Return - Lancaster - West Derby Hundred - Wigan.,1642,Protestation Returns,,,,,,Wigan,"53.5457188, -2.6264624",<null>
HL/PO/JO/10/1/95/60,"Protestation Return - Lancaster - West Derby Hundred - Winwick, including:",1642,Protestation Returns,,,,,,"Winwick, including:",<null>,<null>
HL/PO/JO/10/1/95/61,Protestation Return - Lancaster - West Derby Hundred - Arbury.,1642,Protestation Returns,,,,,,Arbury,"53.4308086, -2.5849543",<null>
HL/PO/JO/10/1/95/62,Protestation Return - Lancaster - West Derby Hundred - Ashton.,1642,Protestation Returns,,,,,,Ashton,"52.637872, -0.3746865",<null>
HL/PO/JO/10/1/95/63,Protestation Return - Lancaster - West Derby Hundred - Croft.,1642,Protestation Returns,,,,,,Croft,"52.556383, -1.2432745",<null>
HL/PO/JO/10/1/95/64,Protestation Return - Lancaster - West Derby Hundred - Culcheth.,1642,Protestation Returns,,,,,,Culcheth,"53.4519289, -2.5225433",<null>
HL/PO/JO/10/1/95/65,Protestation Return - Lancaster - West Derby Hundred - Goulborne.,1642,Protestation Returns,,,,,,Goulborne,<null>,<null>
HL/PO/JO/10/1/95/66,Protestation Return - Lancaster - West Derby Hundred - Houghton.,1642,Protestation Returns,,,,,,Houghton,"52.8161847, 0.6569012",<null>
HL/PO/JO/10/1/95/67,Protestation Return - Lancaster - West Derby Hundred - Hulme.,1642,Protestation Returns,,,,,,Hulme,"53.4181709, -2.5943587",<null>
HL/PO/JO/10/1/95/68,Protestation Return - Lancaster - West Derby Hundred - Lowton cum Kenion.,1642,Protestation Returns,,,,,,Lowton cum Kenion,<null>,<null>
HL/PO/JO/10/1/95/69,Protestation Return - Lancaster - West Derby Hundred - Middleton.,1642,Protestation Returns,,,,,,Middleton,"53.5484755, -2.1972661",<null>
HL/PO/JO/10/1/95/70,Protestation Return - Lancaster - West Derby Hundred - Newton.,1642,Protestation Returns,,,,,,Newton,"52.7056105, 0.707499",<null>
HL/PO/JO/10/1/95/71,Protestation Return - Lancaster - West Derby Hundred - Southworth.,1642,Protestation Returns,,,,,,Southworth,"53.7349679, -2.486066",<null>
HL/PO/JO/10/1/96/1,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Cowbit.",1642,Protestation Returns,,,,,,Cowbit,"52.7432054, -0.1287057",<null>
HL/PO/JO/10/1/96/2,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Croyland [Crowland].",1642,Protestation Returns,,,,,,Croyland ,"52.6766122, -0.1604376",<null>
HL/PO/JO/10/1/96/3,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Gedney.",1642,Protestation Returns,,,,,,Gedney,"52.83425405, 0.157910606255973",<null>
HL/PO/JO/10/1/96/4,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Gedney Fen.",1642,Protestation Returns,,,,,,Gedney Fen,"52.7778224, 0.0685342",<null>
HL/PO/JO/10/1/96/5,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Holbeach.",1642,Protestation Returns,,,,,,Holbeach,"52.80421, 0.0180043",<null>
HL/PO/JO/10/1/96/6,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Lutton in Sutton.",1642,Protestation Returns,,,,,,Lutton in Sutton,"52.804205, 0.134942948733481",<null>
HL/PO/JO/10/1/96/7,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Moulton.",1642,Protestation Returns,,,,,,Moulton,"53.2228077, -2.5176178",<null>
HL/PO/JO/10/1/96/8,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Spalding.",1642,Protestation Returns,,,,,,Spalding,"52.7870809, -0.1512459",<null>
HL/PO/JO/10/1/96/9,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Sutton, St James.",1642,Protestation Returns,,,,,,"Sutton, St James","51.2191208, -0.4633697",<null>
HL/PO/JO/10/1/96/10,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Sutton, St Edmund's.",1642,Protestation Returns,,,,,,"Sutton, St Edmund's","52.10647435, 1.36158791789577",<null>
HL/PO/JO/10/1/96/11,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Sutton, St Mary.",1642,Protestation Returns,,,,,,"Sutton, St Mary","52.803698, 1.50608541361934",<null>
HL/PO/JO/10/1/96/12,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Tydd, St Mary.",1642,Protestation Returns,,,,,,"Tydd, St Mary","52.74059705, 0.126563039657402",<null>
HL/PO/JO/10/1/96/13,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Weston.",1642,Protestation Returns,,,,,,Weston,"51.3471927, -2.9778916",<null>
HL/PO/JO/10/1/96/14,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Whaplode.",1642,Protestation Returns,,,,,,Whaplode,"52.7994628, -0.0360638",<null>
HL/PO/JO/10/1/96/15,"Protestation Return - Lincoln - Holland, Parts Of - Elloe Wapentake - Whaplode Drove.",1642,Protestation Returns,,,,,,Whaplode Drove,"52.7026324, -0.0478984",<null>
HL/PO/JO/10/1/96/16,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Algarkirk.",1642,Protestation Returns,,,,,,Algarkirk,"52.8997182, -0.0795578",<null>
HL/PO/JO/10/1/96/17,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Bicker.",1642,Protestation Returns,,,,,,Bicker,"52.9212336, -0.1798179",<null>
HL/PO/JO/10/1/96/18,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Brothertoft.",1642,Protestation Returns,,,,,,Brothertoft,"52.9958767, -0.1054512",<null>
HL/PO/JO/10/1/96/19,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Donington.",1642,Protestation Returns,,,,,,Donington,"52.9062966, -0.1979441",<null>
HL/PO/JO/10/1/96/20,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Fosdyke.",1642,Protestation Returns,,,,,,Fosdyke,"52.8795977, -0.0440458",<null>
HL/PO/JO/10/1/96/21,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Frampton.",1642,Protestation Returns,,,,,,Frampton,"52.9345079, -0.0343539",<null>
HL/PO/JO/10/1/96/22,"Protestation Return - Lincoln - Holland, Parts Of - Kirton Wapentake - Gosberkirk [Gosberton].",1642,Protestation Returns,,,,,,Gosberkirk ,<null>,<null>
